Simulation Name,PID,eventName,eventDateTime,isPartOfCompromise,order,scenario,infoRequested,emailSubject,MANIPULATION,Group,country,age_bin,read,EventDate,EventTime,EventDay,EventTimeBin,EventHour,EventTimeBin_OneHour
DSPC1,93,SuccessfullyDeliveredEmail,2023-05-31 14:13:00,False,1,Y03,S,New Job Posting,PC * DS ,A,CG Democratic Republic of Congo,35 - 44,2,2023-05-31,14:13:00,Wednesday,Afternoon,14,14:00–14:59
DSPC1,88,SuccessfullyDeliveredEmail,2023-05-31 14:13:00,False,1,Y03,S,New Job Posting,PC * DS ,A,CG Democratic Republic of Congo,25 - 34,2,2023-05-31,14:13:00,Wednesday,Afternoon,14,14:00–14:59
DSPC1,89,SuccessfullyDeliveredEmail,2023-05-31 14:13:00,False,1,Y03,S,New Job Posting,PC * DS ,A,CG Democratic Republic of Congo,25 - 34,3,2023-05-31,14:13:00,Wednesday,Afternoon,14,14:00–14:59
DSPC1,91,SuccessfullyDeliveredEmail,2023-05-31 14:13:00,False,1,Y03,S,New Job Posting,PC * DS ,A,CG Democratic Republic of Congo,65 - 74,3,2023-05-31,14:13:00,Wednesday,Afternoon,14,14:00–14:59
DSPC1,94,SuccessfullyDeliveredEmail,2023-05-31 14:13:00,False,1,Y03,S,New Job Posting,PC * DS ,A,CG Democratic Republic of Congo,65 - 74,1,2023-05-31,14:13:00,Wednesday,Afternoon,14,14:00–14:59
DSPC1,87,SuccessfullyDeliveredEmail,2023-05-31 14:13:00,False,1,Y03,S,New Job Posting,PC * DS ,A,MW Malawi,25 - 34,1,2023-05-31,14:13:00,Wednesday,Afternoon,14,14:00–14:59
DSPC1,95,SuccessfullyDeliveredEmail,2023-05-31 14:13:00,False,1,Y03,S,New Job Posting,PC * DS ,A,CG Democratic Republic of Congo,45 - 54,1,2023-05-31,14:13:00,Wednesday,Afternoon,14,14:00–14:59
DSPC1,96,SuccessfullyDeliveredEmail,2023-05-31 14:13:00,False,1,Y03,S,New Job Posting,PC * DS ,A,CG Democratic Republic of Congo,45 - 54,1,2023-05-31,14:13:00,Wednesday,Afternoon,14,14:00–14:59
DSPC1,97,SuccessfullyDeliveredEmail,2023-05-31 14:13:00,False,1,Y03,S,New Job Posting,PC * DS ,A,CG Democratic Republic of Congo,35 - 44,1,2023-05-31,14:13:00,Wednesday,Afternoon,14,14:00–14:59
DSPC1,98,SuccessfullyDeliveredEmail,2023-05-31 14:13:00,False,1,Y03,S,New Job Posting,PC * DS ,A,CG Democratic Republic of Congo,35 - 44,1,2023-05-31,14:13:00,Wednesday,Afternoon,14,14:00–14:59
DSPC1,99,SuccessfullyDeliveredEmail,2023-05-31 14:13:00,False,1,Y03,S,New Job Posting,PC * DS ,A,CG Democratic Republic of Congo,35 - 44,1,2023-05-31,14:13:00,Wednesday,Afternoon,14,14:00–14:59
DSPC1,100,SuccessfullyDeliveredEmail,2023-05-31 14:13:00,False,1,Y03,S,New Job Posting,PC * DS ,A,CG Democratic Republic of Congo,35 - 44,3,2023-05-31,14:13:00,Wednesday,Afternoon,14,14:00–14:59
DSPC1,101,SuccessfullyDeliveredEmail,2023-05-31 14:13:00,False,1,Y03,S,New Job Posting,PC * DS ,A,SS South Sudan,35 - 44,1,2023-05-31,14:13:00,Wednesday,Afternoon,14,14:00–14:59
DSPC1,102,SuccessfullyDeliveredEmail,2023-05-31 14:13:00,False,1,Y03,S,New Job Posting,PC * DS ,A,CG Democratic Republic of Congo,35 - 44,1,2023-05-31,14:13:00,Wednesday,Afternoon,14,14:00–14:59
DSPC1,103,SuccessfullyDeliveredEmail,2023-05-31 14:13:00,False,1,Y03,S,New Job Posting,PC * DS ,A,CG Democratic Republic of Congo,25 - 34,3,2023-05-31,14:13:00,Wednesday,Afternoon,14,14:00–14:59
DSPC1,90,SuccessfullyDeliveredEmail,2023-05-31 14:13:00,False,1,Y03,S,New Job Posting,PC * DS ,A,BY Burundi,25 - 34,1,2023-05-31,14:13:00,Wednesday,Afternoon,14,14:00–14:59
DSPC1,104,SuccessfullyDeliveredEmail,2023-05-31 14:13:00,False,1,Y03,S,New Job Posting,PC * DS ,A,CG Democratic Republic of Congo,18 - 24,1,2023-05-31,14:13:00,Wednesday,Afternoon,14,14:00–14:59
DSC,87,MessageRead,2023-05-30 02:47:00,False,1,P03,X,New Account Activity,C * DS,A,MW Malawi,25 - 34,1,2023-05-30,02:47:00,Tuesday,Night,02,02:00–02:59
MSPC1,87,MessageReplied,2023-05-30 02:42:00,False,1,B07,S,HIRING UPDATE,PC * MS,A,MW Malawi,25 - 34,1,2023-05-30,02:42:00,Tuesday,Night,02,02:00–02:59
MSPC1,87,MessageRead,2023-05-30 01:25:00,False,1,B07,S,HIRING UPDATE,PC * MS,A,MW Malawi,25 - 34,1,2023-05-30,01:25:00,Tuesday,Night,01,01:00–01:59
DSC,93,MessageRead,2023-05-29 23:12:00,False,1,P03,X,New Account Activity,C * DS,A,CG Democratic Republic of Congo,35 - 44,2,2023-05-29,23:12:00,Monday,Night,23,23:00–23:59
DSC,89,SuccessfullyDeliveredEmail,2023-05-29 16:48:00,False,1,P03,X,New Account Activity,C * DS,A,CG Democratic Republic of Congo,25 - 34,3,2023-05-29,16:48:00,Monday,Afternoon,16,16:00–16:59
DSC,94,SuccessfullyDeliveredEmail,2023-05-29 16:48:00,False,1,P03,X,New Account Activity,C * DS,A,CG Democratic Republic of Congo,65 - 74,1,2023-05-29,16:48:00,Monday,Afternoon,16,16:00–16:59
DSC,87,SuccessfullyDeliveredEmail,2023-05-29 16:48:00,False,1,P03,X,New Account Activity,C * DS,A,MW Malawi,25 - 34,1,2023-05-29,16:48:00,Monday,Afternoon,16,16:00–16:59
DSC,95,SuccessfullyDeliveredEmail,2023-05-29 16:48:00,False,1,P03,X,New Account Activity,C * DS,A,CG Democratic Republic of Congo,45 - 54,1,2023-05-29,16:48:00,Monday,Afternoon,16,16:00–16:59
DSC,99,SuccessfullyDeliveredEmail,2023-05-29 16:48:00,False,1,P03,X,New Account Activity,C * DS,A,CG Democratic Republic of Congo,35 - 44,1,2023-05-29,16:48:00,Monday,Afternoon,16,16:00–16:59
DSC,100,SuccessfullyDeliveredEmail,2023-05-29 16:48:00,False,1,P03,X,New Account Activity,C * DS,A,CG Democratic Republic of Congo,35 - 44,3,2023-05-29,16:48:00,Monday,Afternoon,16,16:00–16:59
DSC,101,SuccessfullyDeliveredEmail,2023-05-29 16:48:00,False,1,P03,X,New Account Activity,C * DS,A,SS South Sudan,35 - 44,1,2023-05-29,16:48:00,Monday,Afternoon,16,16:00–16:59
DSC,86,SuccessfullyDeliveredEmail,2023-05-29 16:47:00,False,1,P03,X,New Account Activity,C * DS,A,CG Democratic Republic of Congo,25 - 34,1,2023-05-29,16:47:00,Monday,Afternoon,16,16:00–16:59
DSC,92,SuccessfullyDeliveredEmail,2023-05-29 16:47:00,False,1,P03,X,New Account Activity,C * DS,A,CG Democratic Republic of Congo,25 - 34,1,2023-05-29,16:47:00,Monday,Afternoon,16,16:00–16:59
DSC,93,SuccessfullyDeliveredEmail,2023-05-29 16:47:00,False,1,P03,X,New Account Activity,C * DS,A,CG Democratic Republic of Congo,35 - 44,2,2023-05-29,16:47:00,Monday,Afternoon,16,16:00–16:59
DSC,88,SuccessfullyDeliveredEmail,2023-05-29 16:47:00,False,1,P03,X,New Account Activity,C * DS,A,CG Democratic Republic of Congo,25 - 34,2,2023-05-29,16:47:00,Monday,Afternoon,16,16:00–16:59
DSC,91,SuccessfullyDeliveredEmail,2023-05-29 16:47:00,False,1,P03,X,New Account Activity,C * DS,A,CG Democratic Republic of Congo,65 - 74,3,2023-05-29,16:47:00,Monday,Afternoon,16,16:00–16:59
DSC,96,SuccessfullyDeliveredEmail,2023-05-29 16:47:00,False,1,P03,X,New Account Activity,C * DS,A,CG Democratic Republic of Congo,45 - 54,1,2023-05-29,16:47:00,Monday,Afternoon,16,16:00–16:59
DSC,97,SuccessfullyDeliveredEmail,2023-05-29 16:47:00,False,1,P03,X,New Account Activity,C * DS,A,CG Democratic Republic of Congo,35 - 44,1,2023-05-29,16:47:00,Monday,Afternoon,16,16:00–16:59
DSC,98,SuccessfullyDeliveredEmail,2023-05-29 16:47:00,False,1,P03,X,New Account Activity,C * DS,A,CG Democratic Republic of Congo,35 - 44,1,2023-05-29,16:47:00,Monday,Afternoon,16,16:00–16:59
DSC,102,SuccessfullyDeliveredEmail,2023-05-29 16:47:00,False,1,P03,X,New Account Activity,C * DS,A,CG Democratic Republic of Congo,35 - 44,1,2023-05-29,16:47:00,Monday,Afternoon,16,16:00–16:59
DSC,103,SuccessfullyDeliveredEmail,2023-05-29 16:47:00,False,1,P03,X,New Account Activity,C * DS,A,CG Democratic Republic of Congo,25 - 34,3,2023-05-29,16:47:00,Monday,Afternoon,16,16:00–16:59
DSC,90,SuccessfullyDeliveredEmail,2023-05-29 16:47:00,False,1,P03,X,New Account Activity,C * DS,A,BY Burundi,25 - 34,1,2023-05-29,16:47:00,Monday,Afternoon,16,16:00–16:59
DSC,104,SuccessfullyDeliveredEmail,2023-05-29 16:47:00,False,1,P03,X,New Account Activity,C * DS,A,CG Democratic Republic of Congo,18 - 24,1,2023-05-29,16:47:00,Monday,Afternoon,16,16:00–16:59
MSPC1,103,MessageRead,2023-05-28 16:58:00,False,1,B07,S,HIRING UPDATE,PC * MS,A,CG Democratic Republic of Congo,25 - 34,3,2023-05-28,16:58:00,Sunday,Afternoon,16,16:00–16:59
MSPC1,86,SuccessfullyDeliveredEmail,2023-05-28 16:13:00,False,1,B07,S,HIRING UPDATE,PC * MS,A,CG Democratic Republic of Congo,25 - 34,1,2023-05-28,16:13:00,Sunday,Afternoon,16,16:00–16:59
MSPC1,92,SuccessfullyDeliveredEmail,2023-05-28 16:13:00,False,1,B07,S,HIRING UPDATE,PC * MS,A,CG Democratic Republic of Congo,25 - 34,1,2023-05-28,16:13:00,Sunday,Afternoon,16,16:00–16:59
MSPC1,93,SuccessfullyDeliveredEmail,2023-05-28 16:13:00,False,1,B07,S,HIRING UPDATE,PC * MS,A,CG Democratic Republic of Congo,35 - 44,2,2023-05-28,16:13:00,Sunday,Afternoon,16,16:00–16:59
MSPC1,88,SuccessfullyDeliveredEmail,2023-05-28 16:13:00,False,1,B07,S,HIRING UPDATE,PC * MS,A,CG Democratic Republic of Congo,25 - 34,2,2023-05-28,16:13:00,Sunday,Afternoon,16,16:00–16:59
MSPC1,88,MessageRead,2023-05-28 16:13:00,False,1,B07,S,HIRING UPDATE,PC * MS,A,CG Democratic Republic of Congo,25 - 34,2,2023-05-28,16:13:00,Sunday,Afternoon,16,16:00–16:59
MSPC1,89,SuccessfullyDeliveredEmail,2023-05-28 16:13:00,False,1,B07,S,HIRING UPDATE,PC * MS,A,CG Democratic Republic of Congo,25 - 34,3,2023-05-28,16:13:00,Sunday,Afternoon,16,16:00–16:59
MSPC1,91,SuccessfullyDeliveredEmail,2023-05-28 16:13:00,False,1,B07,S,HIRING UPDATE,PC * MS,A,CG Democratic Republic of Congo,65 - 74,3,2023-05-28,16:13:00,Sunday,Afternoon,16,16:00–16:59
MSPC1,94,SuccessfullyDeliveredEmail,2023-05-28 16:13:00,False,1,B07,S,HIRING UPDATE,PC * MS,A,CG Democratic Republic of Congo,65 - 74,1,2023-05-28,16:13:00,Sunday,Afternoon,16,16:00–16:59
MSPC1,87,SuccessfullyDeliveredEmail,2023-05-28 16:13:00,False,1,B07,S,HIRING UPDATE,PC * MS,A,MW Malawi,25 - 34,1,2023-05-28,16:13:00,Sunday,Afternoon,16,16:00–16:59
MSPC1,95,SuccessfullyDeliveredEmail,2023-05-28 16:13:00,False,1,B07,S,HIRING UPDATE,PC * MS,A,CG Democratic Republic of Congo,45 - 54,1,2023-05-28,16:13:00,Sunday,Afternoon,16,16:00–16:59
MSPC1,96,SuccessfullyDeliveredEmail,2023-05-28 16:13:00,False,1,B07,S,HIRING UPDATE,PC * MS,A,CG Democratic Republic of Congo,45 - 54,1,2023-05-28,16:13:00,Sunday,Afternoon,16,16:00–16:59
MSPC1,97,SuccessfullyDeliveredEmail,2023-05-28 16:13:00,False,1,B07,S,HIRING UPDATE,PC * MS,A,CG Democratic Republic of Congo,35 - 44,1,2023-05-28,16:13:00,Sunday,Afternoon,16,16:00–16:59
MSPC1,98,SuccessfullyDeliveredEmail,2023-05-28 16:13:00,False,1,B07,S,HIRING UPDATE,PC * MS,A,CG Democratic Republic of Congo,35 - 44,1,2023-05-28,16:13:00,Sunday,Afternoon,16,16:00–16:59
MSPC1,99,SuccessfullyDeliveredEmail,2023-05-28 16:13:00,False,1,B07,S,HIRING UPDATE,PC * MS,A,CG Democratic Republic of Congo,35 - 44,1,2023-05-28,16:13:00,Sunday,Afternoon,16,16:00–16:59
MSPC1,100,SuccessfullyDeliveredEmail,2023-05-28 16:13:00,False,1,B07,S,HIRING UPDATE,PC * MS,A,CG Democratic Republic of Congo,35 - 44,3,2023-05-28,16:13:00,Sunday,Afternoon,16,16:00–16:59
MSPC1,101,SuccessfullyDeliveredEmail,2023-05-28 16:13:00,False,1,B07,S,HIRING UPDATE,PC * MS,A,SS South Sudan,35 - 44,1,2023-05-28,16:13:00,Sunday,Afternoon,16,16:00–16:59
MSPC1,102,SuccessfullyDeliveredEmail,2023-05-28 16:13:00,False,1,B07,S,HIRING UPDATE,PC * MS,A,CG Democratic Republic of Congo,35 - 44,1,2023-05-28,16:13:00,Sunday,Afternoon,16,16:00–16:59
MSPC1,103,SuccessfullyDeliveredEmail,2023-05-28 16:13:00,False,1,B07,S,HIRING UPDATE,PC * MS,A,CG Democratic Republic of Congo,25 - 34,3,2023-05-28,16:13:00,Sunday,Afternoon,16,16:00–16:59
MSPC1,90,SuccessfullyDeliveredEmail,2023-05-28 16:13:00,False,1,B07,S,HIRING UPDATE,PC * MS,A,BY Burundi,25 - 34,1,2023-05-28,16:13:00,Sunday,Afternoon,16,16:00–16:59
MSPC1,104,SuccessfullyDeliveredEmail,2023-05-28 16:13:00,False,1,B07,S,HIRING UPDATE,PC * MS,A,CG Democratic Republic of Congo,18 - 24,1,2023-05-28,16:13:00,Sunday,Afternoon,16,16:00–16:59
MSC1,87,MessageReplied,2023-05-28 03:38:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,MW Malawi,25 - 34,1,2023-05-28,03:38:00,Sunday,Night,03,03:00–03:59
MSC1,87,EmailLinkClicked,2023-05-28 03:31:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,MW Malawi,25 - 34,1,2023-05-28,03:31:00,Sunday,Night,03,03:00–03:59
MSC1,87,MessageRead,2023-05-28 03:31:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,MW Malawi,25 - 34,1,2023-05-28,03:31:00,Sunday,Night,03,03:00–03:59
MSC1,88,MessageRead,2023-05-27 21:22:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,CG Democratic Republic of Congo,25 - 34,2,2023-05-27,21:22:00,Saturday,Night,21,21:00–21:59
MSC1,103,MessageRead,2023-05-27 15:20:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,CG Democratic Republic of Congo,25 - 34,3,2023-05-27,15:20:00,Saturday,Afternoon,15,15:00–15:59
MSC1,86,SuccessfullyDeliveredEmail,2023-05-27 15:12:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,CG Democratic Republic of Congo,25 - 34,1,2023-05-27,15:12:00,Saturday,Afternoon,15,15:00–15:59
MSC1,92,SuccessfullyDeliveredEmail,2023-05-27 15:12:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,CG Democratic Republic of Congo,25 - 34,1,2023-05-27,15:12:00,Saturday,Afternoon,15,15:00–15:59
MSC1,93,SuccessfullyDeliveredEmail,2023-05-27 15:12:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,CG Democratic Republic of Congo,35 - 44,2,2023-05-27,15:12:00,Saturday,Afternoon,15,15:00–15:59
MSC1,88,SuccessfullyDeliveredEmail,2023-05-27 15:12:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,CG Democratic Republic of Congo,25 - 34,2,2023-05-27,15:12:00,Saturday,Afternoon,15,15:00–15:59
MSC1,89,SuccessfullyDeliveredEmail,2023-05-27 15:12:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,CG Democratic Republic of Congo,25 - 34,3,2023-05-27,15:12:00,Saturday,Afternoon,15,15:00–15:59
MSC1,91,SuccessfullyDeliveredEmail,2023-05-27 15:12:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,CG Democratic Republic of Congo,65 - 74,3,2023-05-27,15:12:00,Saturday,Afternoon,15,15:00–15:59
MSC1,94,SuccessfullyDeliveredEmail,2023-05-27 15:12:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,CG Democratic Republic of Congo,65 - 74,1,2023-05-27,15:12:00,Saturday,Afternoon,15,15:00–15:59
MSC1,87,SuccessfullyDeliveredEmail,2023-05-27 15:12:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,MW Malawi,25 - 34,1,2023-05-27,15:12:00,Saturday,Afternoon,15,15:00–15:59
MSC1,95,SuccessfullyDeliveredEmail,2023-05-27 15:12:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,CG Democratic Republic of Congo,45 - 54,1,2023-05-27,15:12:00,Saturday,Afternoon,15,15:00–15:59
MSC1,96,SuccessfullyDeliveredEmail,2023-05-27 15:12:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,CG Democratic Republic of Congo,45 - 54,1,2023-05-27,15:12:00,Saturday,Afternoon,15,15:00–15:59
MSC1,97,SuccessfullyDeliveredEmail,2023-05-27 15:12:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,CG Democratic Republic of Congo,35 - 44,1,2023-05-27,15:12:00,Saturday,Afternoon,15,15:00–15:59
MSC1,98,SuccessfullyDeliveredEmail,2023-05-27 15:12:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,CG Democratic Republic of Congo,35 - 44,1,2023-05-27,15:12:00,Saturday,Afternoon,15,15:00–15:59
MSC1,99,SuccessfullyDeliveredEmail,2023-05-27 15:12:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,CG Democratic Republic of Congo,35 - 44,1,2023-05-27,15:12:00,Saturday,Afternoon,15,15:00–15:59
MSC1,100,SuccessfullyDeliveredEmail,2023-05-27 15:12:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,CG Democratic Republic of Congo,35 - 44,3,2023-05-27,15:12:00,Saturday,Afternoon,15,15:00–15:59
MSC1,101,SuccessfullyDeliveredEmail,2023-05-27 15:12:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,SS South Sudan,35 - 44,1,2023-05-27,15:12:00,Saturday,Afternoon,15,15:00–15:59
MSC1,102,SuccessfullyDeliveredEmail,2023-05-27 15:12:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,CG Democratic Republic of Congo,35 - 44,1,2023-05-27,15:12:00,Saturday,Afternoon,15,15:00–15:59
MSC1,103,SuccessfullyDeliveredEmail,2023-05-27 15:12:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,CG Democratic Republic of Congo,25 - 34,3,2023-05-27,15:12:00,Saturday,Afternoon,15,15:00–15:59
MSC1,90,SuccessfullyDeliveredEmail,2023-05-27 15:12:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,BY Burundi,25 - 34,1,2023-05-27,15:12:00,Saturday,Afternoon,15,15:00–15:59
MSC1,104,SuccessfullyDeliveredEmail,2023-05-27 15:12:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,CG Democratic Republic of Congo,18 - 24,1,2023-05-27,15:12:00,Saturday,Afternoon,15,15:00–15:59
